"id","MIN","MIN"
28807,1244.57395023776,1296.7532147646
22559,383.482561380809,401.712873769266
28647,773.757189542929,792.568692865287
22141,554.035673331149,567.983979725703
26116,2173.85447663118,2330.33696164334
27111,1796.04806681806,1790.96141250867
23420,420.482142631919,450.713262197131
21464,198.839454857144,195.616741692331
29405,766.141254493954,808.321893341974
27107,242.126393683013,257.015996954892
26141,759.341428892822,774.586866261139
25928,2025.56829762914,2120.05176835845
24845,688.327777217739,743.546041020237
28804,358.450448554684,376.517113508597
26772,604.128958916416,617.112338717119
27413,759.697732896287,800.92142263847
7261,850.349651298642,894.841865536231
31424,837.171926658614,875.45524603883
3940,403.795369806393,423.588862887776
16238,548.77067454539,559.507515869361
29407,1262.40224606856,1292.38605559635
24011,387.062711160602,398.149484765059
8542,368.839479123523,383.224719158424
14448,744.466552960483,742.030517969481
19611,217.632769285716,222.70034731733
30068,1027.85446740093,1050.68170701301
26802,343.7295776881,361.818337884822
26129,2036.15522431773,2092.8855611945
7080,575.345943444147,563.849384177141
23193,507.684809333217,529.830739270227
19853,234.157450105432,245.803693994521
26592,2087.16343513423,2267.04139702676
22554,181.558461849067,189.008188297212
24213,556.272858380879,593.94015930393
23608,270.179341136866,302.389064415175
7874,303.380203695357,308.800085331253
19312,161.821601611827,162.681790925071
25260,823.178755081279,891.216475254177
28220,935.925144250841,988.102828209096
10550,399.576523196213,409.957148437115
27583,277.690901002221,310.337433732663
6341,828.058743886694,849.715130492594
26128,1908.65000189791,1948.82771162346
25062,735.16180046894,804.131059709905
23817,990.540078542494,1082.42548895903
19840,827.418337267378,872.147226860825
11094,391.177200273251,422.604975373532
10683,200.722306677171,206.258777245305
29850,1734.03139854501,1805.56914269377
26117,405.893826611305,421.650742939491
30071,1515.09605532929,1645.81335868959
11530,390.783240987159,408.019774729853
26123,1334.68389025103,1378.54008988692
20497,708.1855485902,725.792276682456
28641,221.968564274115,238.547563558993
22370,1475.68549597011,1542.54975817243
25269,361.735257791852,375.045867301281
14891,350.855213896597,354.704212520254
16237,986.638515446444,995.532622493261
10366,171.551903421732,172.635765797212
26591,249.368542967292,263.549569935675
22372,248.761437038074,278.116995467925
19151,920.60701713513,976.699348818373
6719,556.174958871973,551.956511177141
17470,1748.50539373308,1891.87247955576
23603,140.839492852727,145.440414006857
29629,1841.58804628443,1864.30133786284
16239,463.486572020713,490.100983290775
17744,1518.99570809629,1526.72193380339
6998,726.96141654946,744.566949270205
18991,200.722306677171,206.258777245305
21215,926.92988751372,971.18239907517
31415,597.78363516092,636.504432581704
26132,1589.07225059327,1642.65220749636
23191,576.157365589386,591.376374476036
21208,139.325185361827,144.529605175071
30752,1451.82004562086,1508.70701051732
27883,582.7910657911,570.549848699467
24020,319.211933669356,326.283748185189
23195,610.509197241769,626.346287155235
16244,213.008143214899,231.557220807714
24218,704.390643199902,731.680817341844
23421,1407.14741839852,1507.25830250561
17274,1325.94178879441,1305.26320816018
25064,182.131954102726,192.2585508632
8219,1655.18625503421,1780.75101420904
25264,1547.78500342192,1729.70301707002
23604,1215.93779431502,1241.10889907982
6639,733.353568376926,744.920478665761
26105,1234.16936299791,1326.78097618262
23116,1095.74761903392,1188.99537346087
28040,1215.84531665648,1254.66910847866
27884,615.095637112402,655.022954737707
26363,991.602040111494,1055.1618285537
26803,1620.4152046255,1754.09014884968
20283,1419.77681622708,1417.9686796184
30517,1977.11485190977,2030.0166779435
6753,204.466847313254,227.0350827258
27736,571.789642884757,591.612659715161
30062,226.583855073052,241.307521165705
27241,2107.83668383826,2287.34923233042
11532,344.759872214234,371.30638814976
13770,385.619176896597,380.914649270254
25261,1083.80599399073,1136.17942416927
29204,288.29392019994,305.394167486812
30992,1372.27825624685,1405.94138445321
16230,1273.84654868829,1269.38123783601
30759,752.572385152882,821.148178283832
28644,1511.76776685239,1568.77350025845
27579,388.224092557722,396.235486865573
29205,355.048948257941,370.191060586966
20088,727.015177183254,744.599710277239
26122,403.5856494844,434.368833231661
27416,206.220814782056,209.922620857685
7266,1138.98553544665,1220.94896371751
4002,906.102254050698,925.779519979536
6782,418.464124644579,438.944610817562
26776,1158.66228998089,1222.76785150056
19852,228.137199299543,239.756913964802
12293,256.947052877766,275.405872012745
28800,229.420482724909,237.953437275626
30518,608.644036169123,644.129215813462
22861,1403.94335545758,1415.11983254473
27411,760.638003280447,791.616918599273
26595,155.261513209869,155.949681506857
30997,667.926540246774,703.085752412798
8227,1019.72571766402,1074.35378476635
24435,1192.10494616285,1220.88730004397
23811,813.152800954165,833.335757491598
27738,392.162882250801,399.699210713777
10827,241.280109080903,257.883111038137
21206,613.829169554061,624.87660050552
17757,243.288071888135,262.692961807526
19303,703.823256673479,704.870903970079
21460,1176.35085954879,1207.09554763192
25934,718.299325967739,764.548846626579
15327,269.537677769783,287.720546091114
20735,587.322295624115,615.189849453911
10548,1011.21421097807,1115.35761407123
20103,1551.00700816663,1600.79983290444
26364,1224.59303512299,1258.0549217727
26771,615.794848273181,630.572000663121
12288,256.947052877766,275.405872012745
7267,1093.83853955664,1161.03164562872
16692,854.903603193959,851.845024277657
7859,934.087758090329,940.180373918504
27739,657.588700601483,665.408509636387
26100,1716.83851900347,1769.08694628907
23221,643.274739530652,657.967930763546
25442,260.665190642888,271.659856158082
22146,785.353335640884,864.096271003915
20746,878.413018563021,895.39983885298
29627,1303.80737018566,1333.99504545321
22562,871.189545224495,897.244292516147
11535,276.766477784467,302.613931353164
27881,600.205598128318,619.341705910959
26774,548.48001083115,560.712650369361
26962,1249.13274297965,1299.33117340945
23818,1129.90743973766,1162.2067630619
4045,465.624889474642,474.671671569927
25931,1558.85755112208,1607.2560623117
20104,1880.67012196861,1912.10370299225
24212,676.730801270026,723.997495525295
3900,362.923809231595,368.725351575289
11946,620.226170914103,625.300025457707
20498,417.283501598623,432.273665996133
17743,1575.13495963585,1700.85577250482
28801,1655.31076970916,1785.33593362033
19608,136.124357852727,139.884548006857
27108,558.009071406865,602.367838865134
30294,795.968139579661,813.910389048526
17276,1296.26282981356,1419.01407028451
16241,1311.65304584056,1335.05150530464
20287,912.604103231688,997.317559993883
31194,350.513239206129,365.242145634861
30287,550.229086574864,579.886145575142
3991,668.079118727176,677.228817590408
23816,632.783729403943,649.903673196758
26099,614.10574125585,635.851070873855
30295,1947.89358702289,2128.91420552767
20511,571.971386443709,583.8322133955
13245,1215.75133955962,1217.06798237089
29841,2011.92133355653,2095.22544295555
23611,1047.01214257077,1099.02667114043
11941,773.337719328798,799.793075255221
21207,926.382391812805,950.531867742593
17474,858.51370611294,857.407341099816
26805,545.24843865015,556.993035420344
26104,1654.73701471185,1783.64007798678
7504,1461.41621019394,1526.33212168169
28222,270.179341136866,302.389064415175
26362,223.55947891128,238.849508955165
28980,447.514690561002,472.80312695621
26587,1088.93472331976,1170.72709769519
25933,1373.67867902595,1450.4062316836
26134,1220.99963095655,1252.78953262959
6648,576.866014729325,616.73115285904
25055,237.862451782056,240.801741214027
18665,1330.76903970283,1429.17193769932
23618,210.056341063254,240.2516804758
24629,618.473877890451,641.727908593687
23201,520.61325593864,546.159694838351
29849,337.100331421655,355.272236489336
26961,1477.91380642488,1626.94299804689
28482,1246.90317571213,1361.13803598385
28979,1223.6664070637,1328.67725347107
31191,1285.28713331482,1314.2945442825
8960,883.325689920414,894.677885082645
29408,375.734890199108,403.613003995193
23425,968.299837107131,973.803809531252
23418,373.780710006883,391.237887801282
14057,1712.32076332924,1845.32202620633
20274,511.559306650274,541.463234871286
30288,1876.71186972844,1971.74589100654
27580,1396.89303464759,1533.60371840628
9286,212.5336763904,221.473061126796
27414,345.06121412275,358.767172302842
8398,786.81746825624,851.133605579815
21211,1424.54850489019,1464.94482437497
22553,2210.32988179498,2253.06578014264
28808,723.121116918606,799.747782181619
23423,1943.47549293307,2116.46280120432
