"id","MIN","MAX"
28807,1241.55993794062,1269.93905834835
22559,377.013434712738,401.231881754659
28647,752.288857879145,765.380822343926
22141,526.894799647756,544.514668863681
26116,2343.14958915942,2106.14163124632
27111,1420.12050601559,1761.86762337646
23420,428.574207594794,441.154053161837
21464,208.995066900298,202.68830802224
29405,844.609565423886,765.380822343926
27107,239.443563148142,273.380908368551
26141,752.288857879145,765.380822343926
25928,2329.33546315511,2325.30684230795
24845,714.540685460059,763.939991732478
28804,370.613654316123,384.66339402964
26772,612.581991397955,661.608781330118
27413,773.898879603615,741.642944772454
7261,892.519607688499,954.057246520697
31424,959.613203157061,874.143353501926
3940,410.873293044737,432.521605409303
16238,524.126272439656,549.847435884655
29407,1311.79208149641,1339.32250645945
24011,377.013434712738,384.66339402964
8542,370.613654316123,401.231881754659
14448,752.288857879145,765.380822343926
19611,239.443563148142,254.134709040986
30068,934.301574374474,1025.87181785797
26802,370.613654316123,384.66339402964
26129,2251.23818914824,2325.30684230795
7080,580.671733474566,538.358348357801
23193,504.125220794972,543.691115378774
19853,239.443563148142,254.134709040986
26592,2343.14958915942,2106.14163124632
22554,181.630130696564,186.905354113753
24213,541.837922872822,639.591752182528
23608,252.970261745131,279.854787277377
7874,324.443692922664,305.135672066903
19312,144.616529466375,170.772196224452
25260,797.346743511643,907.058637019592
28220,901.271036612264,968.768620641451
10550,410.873293044737,401.231881754659
27583,285.788908744109,279.854787277377
6341,836.945571257314,760.83923311899
26128,2163.61851966001,2207.87274506991
25062,752.288857879145,765.380822343926
23817,943.786778913866,967.408297620379
19840,865.097794668685,840.753126137761
11094,377.013434712738,432.521605409303
10683,208.995066900298,202.68830802224
29850,1713.14161830848,1761.86762337646
26117,410.873293044737,432.521605409303
30071,1710.03070479397,1650.63003542105
11530,404.473512648121,432.521605409303
26123,1326.42006966506,1266.14475536883
20497,714.540685460059,763.939991732478
28641,239.443563148142,254.134709040986
22370,1456.5909991829,1553.1287203984
25269,370.613654316123,384.66339402964
14891,374.573613764546,382.754720600912
16237,943.786778913866,967.408297620379
10366,176.749204111801,170.772196224452
26591,239.443563148142,273.380908368551
22372,239.443563148142,279.854787277377
19151,901.271036612264,954.057246520697
6719,541.837922872822,543.691115378774
17470,1659.53113564377,2097.60894135774
23603,152.415679234826,170.772196224452
29629,1805.36842611117,1800.30713903444
16239,504.125220794972,543.691115378774
17744,1499.24341510467,1592.1271052364
6998,706.659882924332,715.922008773306
18991,208.995066900298,202.68830802224
21215,901.271036612264,954.057246520697
31415,627.179124951782,647.285389605249
26132,1640.13371822217,1746.1308873715
23191,634.246238451325,558.787305490511
21208,144.616529466375,170.772196224452
30752,1505.80544701186,1556.22772940157
27883,567.98367633165,556.17189918377
24020,319.149317305171,305.135672066903
23195,621.897367551667,650.497443228453
16244,206.301992213112,254.134709040986
24218,725.458986824801,725.067300596925
23421,1543.6211434596,1484.66227167305
17274,1315.48575194646,1306.99796784004
25064,181.630130696564,217.313791582609
8219,1669.21717235467,1727.91470365293
25264,1646.97995479999,1761.86762337646
23604,1311.79208149641,1235.20994231509
6639,752.288857879145,765.380822343926
26105,1241.55993794062,1318.97904957385
23116,988.582698730408,1235.20994231509
28040,1241.55993794062,1235.20994231509
27884,618.596545421708,647.285389605249
26363,943.786778913866,967.408297620379
26803,1594.16102440287,1727.91470365293
20283,1395.63599283888,1437.22931920107
30517,1776.84837851382,1970.45443530536
6753,206.301992213112,217.313791582609
27736,626.640782201786,587.136266748576
30062,239.443563148142,254.134709040986
27241,2343.14958915942,2106.14163124632
11532,370.613654316123,384.66339402964
13770,374.573613764546,384.66339402964
25261,999.504265147601,1022.99352671584
29204,282.404753655536,305.135672066903
30992,1385.71789550225,1445.69851560641
16230,1420.48088162481,1440.55636860166
30759,773.898879603615,720.469459346378
28644,1576.05489841814,1618.15270528119
27579,402.563292119201,427.172439943371
29205,370.613654316123,384.66339402964
20088,773.898879603615,725.067300596925
26122,402.563292119201,432.521605409303
27416,222.687571381632,217.313791582609
7266,1092.62505590647,1339.32250645945
4002,901.271036612264,968.768620641451
6782,427.839326980798,432.521605409303
26776,1285.47520757229,1358.4654062892
19852,239.443563148142,254.134709040986
12293,252.970261745131,279.854787277377
28800,239.443563148142,254.134709040986
30518,618.596545421708,647.285389605249
22861,1543.6211434596,1445.69851560641
27411,752.288857879145,765.380822343926
26595,152.415679234826,170.772196224452
30997,656.936117885409,717.131606633323
8227,999.504265147601,1040.2935412155
24435,1285.47520757229,1358.4654062892
23811,722.207113149954,760.83923311899
27738,419.529326055262,427.172439943371
10827,239.443563148142,254.134709040986
21206,600.233120498296,647.285389605249
17757,239.443563148142,273.380908368551
19303,706.659882924332,725.067300596925
21460,1137.51758076456,1133.34786644587
25934,712.674436948085,763.939991732478
15327,285.788908744109,279.854787277377
20735,627.179124951782,642.536019065204
10548,901.271036612264,968.478969878223
20103,1585.26349667989,1592.1271052364
26364,1285.47520757229,1235.20994231509
26771,612.581991397955,661.608781330118
12288,252.970261745131,279.854787277377
7267,1146.02553007753,1235.20994231509
16692,908.218773737956,840.753126137761
7859,817.37997732681,838.56609400596
27739,646.888135425875,647.285389605249
26100,1684.87901510694,1761.86762337646
23221,650.926975381504,631.983777275749
25442,252.970261745131,279.854787277377
22146,676.578138195141,833.024965292166
20746,901.271036612264,954.057246520697
29627,1320.73212519087,1432.54346806299
22562,932.11843543417,907.058637019592
11535,282.404753655536,279.854787277377
27881,627.179124951782,661.608781330118
26774,526.894799647756,549.847435884655
26962,1241.55993794062,1368.83608794967
23818,1148.43914718175,1022.99352671584
4045,503.390340180975,543.691115378774
25931,1549.39891008692,1568.17526777181
20104,1622.80777168807,1982.88002108097
24212,725.458986824801,725.067300596925
3900,368.703433787202,384.66339402964
11946,600.233120498296,647.285389605249
20498,425.399506032606,432.521605409303
17743,1549.39891008692,1674.83056274345
28801,1583.68065228399,1679.95958174057
19608,152.415679234826,170.772196224452
27108,554.613988747189,644.341122722572
30294,797.346743511643,753.111072273395
17276,1315.48575194646,1437.22931920107
16241,1315.48575194646,1306.99796784004
20287,943.786778913866,967.408297620379
31194,368.703433787202,384.66339402964
30287,515.780178145445,538.358348357801
3991,647.301688780776,717.131606633323
23816,667.472117177579,639.323997338191
26099,600.233120498296,647.285389605249
30295,2057.99463615294,2300.86033641753
20511,535.16441975366,556.17189918377
13245,1241.55993794062,1196.00246934641
29841,2067.23530240856,2300.86033641753
23611,1008.98946968699,1244.81587249929
11941,752.288857879145,765.380822343926
21207,901.271036612264,954.057246520697
17474,948.98885395414,867.900042112199
26805,526.894799647756,549.847435884655
26104,1650.19745132435,1727.91470365293
7504,1456.5909991829,1530.77839631764
28222,252.970261745131,279.854787277377
26362,239.443563148142,254.134709040986
28980,473.025049619948,535.05866762624
26587,1208.00437158001,1358.4654062892
25933,1494.40669563064,1427.62900757585
26134,1258.78914338767,1235.20994231509
6648,608.188493723948,639.591752182528
25055,239.443563148142,279.854787277377
18665,1385.71789550225,1437.22931920107
23618,206.301992213112,254.134709040986
24629,612.581991397955,647.285389605249
23201,504.125220794972,543.691115378774
29849,368.703433787202,382.754720600912
26961,1569.9184289795,1504.3524668969
28482,1285.47520757229,1381.99113549309
28979,1285.47520757229,1381.99113549309
31191,1311.79208149641,1427.31412876502
8960,901.271036612264,980.717577924543
29408,368.703433787202,401.231881754659
23425,901.271036612264,968.768620641451
23418,368.703433787202,401.231881754659
14057,1665.62750436869,1817.77851154163
20274,530.182965522349,549.847435884655
30288,1948.06020550228,2165.43475386099
27580,1464.00934994025,1575.21804607363
9286,219.994496694446,217.313791582609
27414,368.703433787202,382.754720600912
8398,722.207113149954,888.979937069967
21211,1464.00934994025,1484.66227167305
22553,2343.14958915942,2106.14163124632
28808,773.898879603615,780.114950800212
23423,2615.16340191854,2325.30684230795
