"id","MIN","MAX"
28807,1237.8802290063,1291.71353981952
22559,423.495179921643,423.227491516865
28647,865.219123360185,874.747026892259
22141,569.557719663734,562.237954723689
26116,2108.03842313359,2268.54078215619
27111,1980.75775490768,2036.78469621521
23420,436.562097724425,474.543874754381
21464,123.166828187931,127.370605378707
29405,812.131336347688,839.404536107607
27107,207.458247696587,231.71516737207
26141,832.753300224783,848.334821479432
25928,1966.28285792674,2102.35207233105
24845,737.624670079087,770.287189980226
28804,343.801355357532,361.568944720339
26772,617.205123762723,624.394862389839
27413,748.272733962208,768.508678349558
7261,936.975013766771,983.996797913864
31424,898.166284168846,916.361340587957
3940,359.285534838797,379.461972202805
16238,537.373723606314,538.36663687954
29407,1313.76155114687,1364.89121213183
24011,329.484475229168,340.785565032778
8542,339.441352110576,348.087573400208
14448,738.236429983528,746.369662955743
19611,132.245216964345,137.162272627188
30068,929.208721916308,977.345480200964
26802,370.902078027113,403.335135910501
26129,2020.04587773645,2126.11153109732
7080,500.572332858622,505.090065267635
23193,529.089851258143,550.806742729629
19853,207.102745788221,214.136436664038
26592,2064.05194694521,2207.35012890653
22554,121.299491726525,123.996398248577
24213,466.837960728593,496.696021869679
23608,277.706497102209,298.286485551979
7874,237.450834741348,247.902535322461
19312,156.091916253781,168.665134447876
25260,936.106878365788,974.665262014258
28220,987.913145213787,1028.53155911044
10550,455.324581082091,464.886485610354
27583,250.746977185381,268.733651500586
6341,967.402395177486,986.532967860976
26128,1887.05794688968,1999.5680328119
25062,826.154352810818,877.896765063833
23817,975.104975494505,1024.04362721755
19840,904.136752020889,929.248961172052
11094,396.015032247956,433.160025997482
10683,142.256827520524,150.049885861542
29850,1748.71174009533,1833.40082330256
26117,378.274272071079,380.522026473119
30071,1619.29634170321,1717.37754577148
11530,333.192911125805,344.751900809521
26123,1292.99187609176,1337.67632162227
20497,691.427627877869,722.233519337031
28641,146.625781285668,161.341924239751
22370,1416.52454130331,1518.11423719274
25269,347.393052804955,351.111467414309
14891,434.498268571463,438.547580322499
16237,1020.69444690728,1057.69504425672
10366,171.229462383907,178.262025097123
26591,236.749919968118,243.884921832887
22372,283.006726540502,301.136029697322
19151,827.89835713806,875.548232158073
6719,497.179049891228,500.713185105026
17470,1778.95593881427,1895.20617461251
23603,117.500381861742,121.432481506009
29629,1681.43562519275,1749.99089332124
16239,484.445883503534,499.80870292228
17744,1455.0323094756,1525.70887455172
6998,728.129594400591,742.457312514794
18991,142.256827520524,150.049885861542
21215,828.860837309169,873.377220817979
31415,586.710361011243,620.938090532784
26132,1604.17228579339,1695.21491739332
23191,582.663749554662,606.184140877732
21208,86.4907575968508,100.455865413886
30752,1586.05026156798,1629.08535435262
27883,557.308331311347,567.63169373943
24020,242.283852661915,256.747510901866
23195,576.769978695072,595.36992052372
16244,162.660625453171,174.040364167219
24218,665.216276456132,690.010436201621
23421,1413.43426596594,1482.51111345598
17274,1210.27845287878,1258.70427876297
25064,136.832934563146,145.749327815171
