"id","MIN","MIN"
28807,1242.87101374805,1285.22260587305
22559,390.400114224958,402.563658738979
28647,777.26887267578,794.89086222126
22141,543.027672977539,573.767789305664
26116,2234.55228866406,2394.98485204297
27111,1817.59183927734,1827.57812461551
23420,488.353827888672,435.275127890136
21464,200.463511902832,187.885947779297
29405,747.762449848074,806.430270524415
27107,252.116645667969,257.232201984747
26141,752.112240374022,775.268295293944
25928,2010.54959753516,2113.20472815234
24845,701.853604169921,736.49183435449
28804,359.896608570312,367.696187652344
26772,595.786311397181,625.858287208007
27413,800.871573659318,789.214938930663
7261,885.215795225585,915.630642557616
31424,859.175698349609,881.008936703125
3940,415.827203646415,426.552804154925
16238,532.491037868164,566.078179305664
29407,1225.19076549609,1263.68087421484
24011,380.081427442313,398.358633904925
8542,378.027224583077,389.221503747768
14448,730.791072185546,748.277088063476
19611,219.256826331404,214.969553404297
30068,1010.16185719629,1050.40915289746
26802,362.789604070801,359.057584644671
26129,1997.91319897656,2088.57936872266
7080,562.18177422998,568.53977587207
23193,506.614355292829,534.289454076171
19853,232.979433172852,247.601701437988
26592,2137.3249918164,2324.38770636718
22554,176.950698346435,179.506132582031
24213,551.521102351283,594.716624263672
23608,275.571313029297,288.667108757324
7874,319.007816434291,312.753170775879
19312,145.506995989258,157.518738074951
25260,826.568534198241,888.273692512694
28220,932.707623029296,996.183760058592
10550,421.004678739258,426.146219330078
27583,282.858883914063,304.374904829311
6341,828.096778731446,847.617252981445
26128,1888.2570292168,1955.88379105469
25062,748.677828736607,804.743534444334
23817,1044.83915492187,1088.32324381836
19840,853.909129851842,873.127712410155
11094,383.919345818498,418.586880789062
10683,204.72999307959,198.567253429618
29850,1741.86704812416,1810.82923121484
26117,397.995276120744,434.094215941196
30071,1507.70379953655,1651.15858085128
11530,399.970986446714,414.016559319197
26123,1321.46553212109,1420.25418536328
20497,709.394765320312,729.473599683593
28641,226.34585156958,231.869212056885
22370,1463.52612495508,1536.55391556836
25269,371.8218819744,381.042651890625
14891,334.568664918945,365.937392674805
16237,991.031737420898,1008.89653618164
10366,167.384187779262,171.062977965332
26591,240.500236897705,257.416261658447
22372,233.360135906738,278.034394599609
19151,934.667679426757,970.993924484375
6719,544.18851822998,556.64690287207
17470,1701.75956497042,1821.20413623047
23603,126.810716931641,134.781714152344
29629,1859.5764680625,1888.95876901562
16239,485.237114827149,498.701353760741
17744,1539.20527391016,1519.0821193789
6998,745.532250771762,749.487031000975
18991,200.478985999512,198.567253429618
21215,923.488678626952,960.148154697265
31415,605.17055205929,645.696122066406
26132,1495.68424760547,1623.2144998457
23191,590.850033247069,590.796213905272
21208,112.692563687012,126.669473620117
30752,1459.3210522207,1523.95256459375
27883,600.283548348633,572.856163850586
24020,328.772224757324,324.305694173619
23195,615.06211886914,630.033802999022
16244,206.453793356934,212.561003333984
24218,701.686986333983,725.939226649413
23421,1391.92119458203,1488.19639611523
17274,1343.15068825195,1325.53787083789
25064,175.786249318115,180.812997152344
8219,1690.12324693164,1815.02937620536
25264,1533.77776481055,1750.92708764648
23604,1197.48736575781,1231.69107926953
6639,731.056954780272,747.666154129881
26105,1279.16469430469,1363.16909318359
23116,1088.70451734375,1194.03812454492
28040,1200.33083773242,1224.60653800195
27884,609.830195621093,660.096966515764
26363,1027.93598589648,1067.30576180859
26803,1603.08055725977,1743.65855308984
20283,1383.54804391797,1429.17984298047
