"id","MIN","MAX"
28807,1099.59705454923,1252.83742987985
22559,366.363483890166,402.075247074046
28647,816.061901608681,807.693082760469
22141,536.991453116404,544.976250369081
26116,2106.67560121493,2320.66058738121
27111,2260.0095222444,2462.09903666179
23420,441.398946334784,432.328420687319
21464,189.058154982011,193.879195649898
29405,816.51555069645,758.933162345115
27107,227.965190156991,245.210255983496
26141,779.587594557418,771.599096223194
25928,2103.8652897574,2405.15784824626
24845,719.749031805585,740.928268979246
28804,356.880641651773,379.686824809799
26772,641.661400318722,630.925844536751
27413,725.30592922858,710.983203737141
7261,920.063147033577,999.715900702019
31424,923.023447274907,860.773717435449
3940,400.878242857266,407.654423961333
16238,486.54185994253,543.347207556767
29407,1341.13215339856,1376.42141567556
24011,356.880641651773,379.686824809799
8542,364.44560843405,379.686824809799
14448,701.141471212988,721.513575366651
19611,219.836927306634,228.727287434306
30068,883.863151013006,950.67313724158
26802,360.387436009918,402.075247074046
26129,2057.47150517083,2296.72910602507
7080,489.505887718923,519.157970883206
23193,536.991453116404,544.976250369081
19853,227.965190156991,235.033124332925
26592,2120.26287285911,2239.42723942187
22554,174.397585796965,183.658676360443
24213,483.529839838675,555.574600901135
23608,261.433061070129,291.516398077009
7874,303.840565515524,297.028832481261
19312,163.178021848133,176.856378051678
25260,871.78086482555,996.378958001912
28220,872.847016966168,956.318854573428
10550,410.361085095659,426.264483747607
27583,257.041873886421,272.127596799657
6341,855.138040729908,852.927210107126
26128,1538.71842716911,2293.53845867602
25062,811.404574829832,845.241536489238
23817,980.258080710939,1035.38797614173
19840,922.578180313632,892.818518964829
11094,390.044936956141,419.859336174523
10683,196.760251357565,193.879195649898
29850,1775.44712381894,1774.78254986566
26117,404.011911739189,407.654423961333
30071,1593.90317257504,1774.67901762004
11530,400.878242857266,407.654423961333
26123,1321.20522797763,1165.14427577063
20497,693.499503698379,716.818311990422
28641,219.836927306634,228.727287434306
22370,1385.30492248881,1434.09875678769
25269,356.880641651773,379.686824809799
14891,366.363483890166,377.83222018479
16237,966.342526779287,944.11318509685
10366,182.525848647322,176.856378051678
26591,241.022467359262,257.967149612675
22372,257.019134392082,291.516398077009
19151,783.882692816675,802.096588508266
6719,489.505887718923,519.157970883206
17470,1805.47058500705,2000.15673775297
23603,163.178021848133,176.856378051678
29629,1574.35386391611,1798.4713096186
16239,476.420363956554,543.347207556767
17744,1334.23159270307,1436.98446841591
6998,688.593474839406,748.751968693907
18991,196.760251357565,193.879195649898
21215,783.882692816675,802.096588508266
31415,577.862010764418,630.925844536751
26132,1714.4098625269,1872.94209811281
23191,608.890092287728,596.043238410965
21208,163.178021848133,176.856378051678
30752,1538.71117935942,1608.34869869224
27883,486.54185994253,543.347207556767
24020,294.162482883911,245.210255983496
23195,576.224823536956,593.711737991333
16244,189.058154982011,228.727287434306
24218,681.557657659366,693.722513701913
23421,1466.32690971799,1530.80751597426
17274,1191.29441775404,1291.79647127672
25064,174.397585796965,208.323281626084
8219,1687.24025210006,1682.94665890296
25264,1680.55266854986,1774.78254986566
23604,1106.24493498065,1232.17050854432
6639,722.394063915159,693.920229537461
26105,1140.08420647728,1273.93303333112
23116,1059.82371831376,1262.76496704117
28040,1093.25500660707,1215.36157033185
27884,646.432648890534,661.541200965926
26363,980.258080710939,1035.38797614173
26803,1572.50321476985,1698.84298297707
20283,1318.43590500466,1323.14783326247
30517,1468.49599399878,1628.62882421408
6753,210.243695034639,227.386012153883
27736,543.671208077125,558.829131865547
30062,219.836927306634,228.727287434306
27241,2243.37129106225,2320.66058738121
11532,356.880641651773,379.686824809799
13770,371.578369397487,428.550058209347
25261,884.950430333117,962.899561519092
29204,273.038540919241,291.516398077009
30992,1479.91620805634,1521.60142816445
16230,1369.34490143538,1296.56318006667
30759,795.502242501586,787.283615841388
28644,1456.01002537464,1744.4731773439
27579,400.878242857266,402.858159115675
29205,360.387436009918,391.891737022989
20088,741.422360844688,738.523695426034
26122,413.494753977582,454.23208289914
27416,205.881209583735,208.323281626084
7266,996.518376814027,1347.41328063873
4002,757.633164709469,804.423162695273
6782,431.916104096392,413.288611037754
26776,1201.7281933994,1365.79125667121
19852,227.965190156991,235.033124332925
12293,257.710765924412,291.516398077009
28800,227.965190156991,235.033124332925
30518,672.68217699774,679.238931506578
22861,1484.14711979239,1488.30515486844
27411,761.138639242415,807.693082760469
26595,163.178021848133,176.856378051678
30997,676.995177645989,700.239442547697
8227,944.46228980442,981.334839311255
24435,1133.71328650788,1292.2349132603
23811,775.296792255917,807.693082760469
27738,413.494753977582,425.246581379921
10827,227.965190156991,235.033124332925
21206,568.045910253241,593.711737991333
17757,227.965190156991,245.210255983496
19303,662.3439467322,702.531709567113
21460,1133.45208155468,1242.56488888591
25934,729.390452575,723.230538438594
15327,273.038540919241,291.516398077009
20735,670.594104624085,658.51919036594
10548,885.726778035373,940.677636231619
20103,1607.61850344117,1677.42109965148
26364,1355.66270972717,1337.21444937324
26771,641.661400318722,630.925844536751
12288,257.710765924412,291.516398077009
7267,1059.37481396879,1203.82262146483
16692,836.58966781839,831.726314967158
7859,789.989718955811,776.556445522178
27739,702.729268326195,703.320372090061
26100,1594.6467056421,1658.17877151678
23221,576.224823536956,593.711737991333
25442,261.433061070129,272.127596799657
22146,720.195058483759,834.67101914291
20746,906.567078397287,974.976589242992
29627,1633.25280402711,1616.44588806346
22562,933.162600050134,996.378958001912
11535,273.038540919241,291.516398077009
27881,659.803834620273,630.925844536751
26774,536.991453116404,543.347207556767
26962,1073.50446325919,1378.58178171585
23818,1153.8879188977,1043.08901862297
4045,466.937521718162,496.76954861896
